Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
7220 Cartas de crédito,0,0,0,0,0,0,0,0,0,0,0,0,0
7230 Avales y fianzas,0,56.76664,1,39.45869,0.08959,2.54093,0,0,0,0,0,0,99.85585
7240 Prestación de servicios,31894.62641,1752.95197,14640.06932,1015.60729,1304.56354,610.80752,2796.94367,726.03639,444.62383,972.49703,1003.68851,143.07279,57305.48827
7250 Saneamientos,5189.83016,358.04286,676.61033,0,1.03732,143.20776,280.70939,0,0,0,223.95642,0,6873.39424
7260 Castigos de contingencias,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costos,144668.91702,87817.69573,103637.36274,43282.42246,1690.98685,5221.55028,55432.25541,68836.961,11776.85627,9896.44433,23409.02134,29613.56866,585284.04209
 ,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,
81 Gastos de operación,105682.39206,83361.68903,55356.56186,21165.39555,5380.96352,16625.05718,31710.71761,73976.34475,14386.9583,5372.16726,12760.30447,18099.88048,443878.43207
8110 Gastos de funcionarios y empleados,51437.70888,42642.53114,27446.93856,11110.50353,3445.24118,10329.85582,14481.0704,26360.17013,7031.02403,2882.89316,5630.30247,7726.69396,210524.93326
8120 Gastos generales,41816.84048,30529.2712,24306.4128,8657.93828,1773.04053,4557.31268,14611.65946,42606.47253,6243.36284,2061.30607,5657.71364,8625.39724,191446.72775
8130 depreciaciones y amortizaciones,12427.8427,10189.88669,3603.2105,1396.95374,162.68181,1737.88868,2617.98775,5009.70209,1112.57143,427.96803,1472.28836,1747.78928,41906.77106
82 Gastos no operacionales,11382.24484,1433.57711,1706.42046,1489.14875,23.27799,812.93301,5392.71137,1687.6716,34.50266,0.13952,277.61799,2412.90081,26653.14611
8210 Gastos de ejercicios anteriores,2621.79359,1014.30437,239.94352,75.27461,21.83776,446.67158,343.22088,26.87104,34.50266,0,0,79.42247,4903.84248
8220 Perdidas en venta de activos,508.66403,214.79735,547.67677,259.32588,1.44023,0,1067.15949,662.56532,0,0.13952,0,385.26941,3647.038
8230 Gastos por explotacion de activos,0,50.69502,134.57982,220.78033,0,16.88793,0,50.05269,0,0,13.06434,0,486.06013
8240 Castigos de bienes recibidos en pago o adjudicados,1006.04239,66.48106,711.29101,862.64676,0,349.37348,1264.43242,507.50818,0,0,260.71328,343.54304,5372.03162
8250 Gastos por diferencias temporarias de impuestos sobre las ganancias,6776.62166,0,0,0,0,0,2521.70084,347.97372,0,0,0,1595.48959,11241.78581
8260 Perdidas por contingencias,0,0,0,0,0,0,0,92.70065,0,0,3.84037,0,96.54102
8270 Otros,469.12317,87.29931,72.92934,71.12117,0,2e-05,196.19774,0,0,0,0,9.1763,905.84705
83 Impuestos directos,21611.96187,15546.11747,9741.12576,3015.34118,276.69059,2322.82858,950.74759,8848.78288,1051.65795,1139.57398,104.78354,9,64618.61139
8310 Impuesto sobre la renta,21611.96187,15546.11747,9741.12576,3015.34118,276.69059,2322.82858,950.74759,8848.78288,1051.65795,1139.57398,104.78354,9,64618.61139
84 Contribuciones especiales,0,0,0,0,0,0,0,0,0,0,0,0,0
Total gastos,138676.59877,100341.38361,66804.10808,25669.88548,5680.9321,19760.81877,38054.17657,84512.79923,15473.11891,6511.88076,13142.706,20521.78129,535150.18957
 ,,,,,,,,,,,,,
Total costos y gastos,283345.51579,188159.07934,170441.47082,68952.30794,7371.91895,24982.36905,93486.43198,153349.76023,27249.97518,16408.32509,36551.72734,50135.34995,1120434.23166
 ,,,,,,,,,,,,,
Utilidad ó pérdida,80987.3334899999,36452.21245,27110.31309,12426.72388,939.42456,3705.89603,4293.88228000001,26685.9136,2080.65888,3602.43885,1692.25122,2851.5051,202828.55343
 ,,,,,,,,,,,,,
